hour_of_day,avg_temp
0,24.64372093023256
1,24.81019607843137
2,26.854523809523805
3,24.557209302325578
4,24.5090243902439
5,23.593157894736848
6,25.522682926829276
7,24.83326923076923
8,24.38484848484849
9,25.69729166666667
10,27.004411764705882
11,25.3515
12,23.491842105263153
13,23.9725925925926
14,27.260800000000007
15,23.798666666666676
16,25.249142857142854
17,25.560000000000006
18,23.991481481481483
19,25.73564102564103
20,26.801842105263155
21,24.215749999999996
22,24.198666666666668
23,23.796
